stop_id,stop_code,stop_name,tts_stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
398,7214,Croix du Capitaine,"CRoix, du capitène",43.602043,3.8666,,,1
400,7216,Max Rouquette - Assas,max rouquette - assasse,43.612488,3.867894,,,1
401,7217,Sainte-Thérèse,SAINTE THéRèSE,43.614113,3.86555,,,1
402,7218,Collège Camille Claudel,"COLLège, Camille, CLAUDEL",43.616451,3.86211,,,1
403,7219,Cité Roger,"CITé, ROGER",43.620403,3.858553,,,1
404,7221,La Source,LA SOURCE,43.621643,3.856012,,,1
405,7222,Cervantès,CERVANTèsse,43.623024,3.854428,,,1
406,7223,Gardioles,GARDIOLES,43.624695,3.851973,,,1
407,7224,Mûriers,MURIERS,43.62619,3.849154,,,1
408,7225,Font Trouvé,FONT TROUVé,43.626888,3.848071,,,1
409,7226,Pléiade,PLEIADE,43.628448,3.845872,,,1
410,7228,Saint-Priest,SAINT PRIEST,43.634468,3.84358,,,1
411,7231,Château d'Ô,CHATEAU D'eau,43.631283,3.842927,,,1
413,11135,Rondelet,Rondeu let,43.603252,3.875576,,,1
414,7261,Les Bouisses,LES BOUISSES,43.598629,3.835411,,,1
415,7262,Ormeaux,ORMEAUX,43.603012,3.833287,,,1
416,7263,Sophie Germain,"SOPHIE, GERMAIN",43.605068,3.835481,,,1
419,8103,Tourmalines,tourmalines,43.595413,3.891333,,,1
420,8104,Collège des Aiguerelles,"Collège, des Aigueurelles",43.597569,3.892307,,,1
421,8105,Chambéry,CHAMBéRY,43.599293,3.88915,,,1
422,8106,Soleiado,SOLEIADO,43.600662,3.886516,,,1
424,8110,Ernest Renan,"ERNEST, RENAN",43.615448,3.885358,,,1
425,8111,Pinsons,PINSONS,43.616947,3.886091,,,1
426,8112,Estragon,ESTRAGON,43.61869,3.887958,,,1
427,8113,Boulevard des Sports,"boulevard, DES SPORTS",43.619545,3.889825,,,1
430,8116,Palombes,PALOMBES,43.619495,3.893882,,,1
431,8118,Foyer des Aubes,"FOYER, DES AUBES",43.618454,3.894621,,,1
432,8119,Garigliano,GARIGL IANO,43.618782,3.897352,,,1
433,8120,Petit Vichy,peutit vichy,43.623875,3.898778,,,1
434,8121,La Pompignane - Les Lacs,"la pompignane, les lac",43.62579,3.900774,,,1
435,8122,Pioch Pelat,"PIOCHe, PELAT",43.626186,3.902455,,,1
437,8124,Mas de Rochet,"MAS, DE ROCHET",43.625881,3.905664,,,1
442,8202,Pioch Pelat,"PIOCHe, PELAT",43.626286,3.901988,,,1
443,8203,La Pompignane - Les Lacs,"la pompignane, les lac",43.624676,3.899543,,,1
444,8204,Petit Vichy,peutit vichy,43.623814,3.898665,,,1
445,8205,Garigliano,GARIGL IANO,43.618576,3.897285,,,1
446,8206,Foyer des Aubes,"FOYER, DES AUBES",43.618492,3.894869,,,1
447,8208,Palombes,PALOMBES,43.619755,3.894062,,,1
449,8210,Françoise,FRANçOISE,43.62006,3.891534,,,1
450,8211,Boulevard des Sports,"boulevard, DES SPORTS",43.6194,3.889251,,,1
451,8212,Estragon,ESTRAGON,43.618561,3.887756,,,1
452,8213,Pinsons,PINSONS,43.61718,3.886283,,,1
453,8214,Ernest Renan,"ERNEST, RENAN",43.615448,3.885271,,,1
457,8218,Cité Mion - Bordes,cité miyon - bordes,43.601006,3.885609,,,1
458,8219,Soleiado,SOLEIADO,43.600311,3.887038,,,1
459,8220,Chambéry,CHAMBéRY,43.598888,3.889795,,,1
460,8221,Collège des Aiguerelles,"Collège, des Aigueurelles",43.597576,3.892184,,,1
469,9109,Belvédère,BELVEDERE,43.617008,3.842414,,,1
470,9110,Saint-Clément,SAINT CLéMENT,43.617718,3.844388,,,1
471,9111,Las Cazes,LASse CAZES,43.616096,3.847117,,,1
472,9112,Espérance,esse Pé RANCE,43.614113,3.850059,,,1
473,9113,Saint-Gabriel,SAINT GABRIEL,43.614601,3.85246,,,1
474,9114,Las Sorbes,LASse SORBESse,43.615162,3.854875,,,1
475,9115,Érables,ERABLES,43.614971,3.856862,,,1
476,9116,Louvain,LOUVAIN,43.61348,3.858641,,,1
477,9117,Benjamin Milhaud,BENJAMIN MIYAU,43.612106,3.861104,,,1
478,9118,Glycines,GLYCINES,43.61187,3.863906,,,1
482,9122,Paul Painlevé,"Paul, pinlevé",43.610302,3.898828,,,1
483,9123,Colverts,colvère,43.613834,3.89817,,,1
484,9124,Saint-Jean,SAINT j'an,43.615513,3.89777,,,1
485,9125,Marie Durand,"MARIE, DURAND",43.618332,3.898094,,,1
486,9126,André Malraux,ANDRE MALRAUX,43.619419,3.900438,,,1
487,9129,Semard,sémard,43.619141,3.903066,,,1
488,9132,Semard,sémard,43.61916,3.903487,,,1
490,9134,Place de l'Europe,Place de l'Europe,43.607422,3.894035,,,1
492,9202,André Malraux,ANDRE MALRAUX,43.619495,3.900254,,,1
493,9203,Marie Durand,"MARIE, DURAND",43.618362,3.897872,,,1
494,9204,Saint-Jean,SAINT j'an,43.615593,3.897686,,,1
495,9205,Colverts,colvère,43.613655,3.898115,,,1
496,9206,Paul Painlevé,"Paul, pinlevé",43.610519,3.898648,,,1
499,9209,Max Rouquette - Saint-Louis,max rouquette - saint louis,43.612335,3.866492,,,1
500,9210,Glycines,GLYCINES,43.611988,3.863142,,,1
501,9211,Benjamin Milhaud,BENJAMIN MIYO,43.61216,3.861167,,,1
502,9212,Louvain,LOUVAIN,43.613297,3.858983,,,1
503,9213,Érables,ERABLES,43.614922,3.857071,,,1
504,9214,Las Sorbes,LASse SORBESse,43.615269,3.855014,,,1
505,9215,Saint-Gabriel,SAINT GABRIEL,43.614513,3.851826,,,1
506,9216,Espérance,Esse Pé RANCE,43.614376,3.849286,,,1
507,9217,Las Cazes,LASse CAZES,43.616535,3.846646,,,1
508,9218,Saint-Clément,SAINT CLéMENT,43.617733,3.844475,,,1
509,9219,Belvédère,BELVEDERE,43.617237,3.842594,,,1
516,9226,Lycée Jean Monnet,"LYCée, Jean MONNET",43.623981,3.834728,,,1
517,9227,Parc Malbosc,PARC MALBOSC,43.623394,3.830963,,,1
518,9232,Place de l'Europe,Place DE L'EUROPE,43.60751,3.894137,,,1
519,9234,Léon Blum,léon bloume,43.609295,3.890078,,,1
523,10103,Maurice Chevalier,Maurice CHEVALIER,43.628574,3.887223,,,1
524,10104,Roqueturière,ROQUEuTURIERE,43.63036,3.885614,,,1
525,10105,Bengalis,BiNGALIS,43.628597,3.882955,,,1
526,10107,Tourterelles,TOURTERELLES,43.625839,3.878536,,,1
527,10108,Sainte-Catherine,SAINTE CATHERINE,43.626381,3.87641,,,1
528,10109,Major Flandre,MAJOR FLANDRE,43.627083,3.872592,,,1
529,10110,Henri Dunant,"HENRI, DU NANT",43.626873,3.869047,,,1
530,10111,Fac de Pharmacie,FAC DE PHARMACIE,43.623615,3.861658,,,1
531,10112,Voie Domitienne,VOIE - DOMIcIENNE,43.62225,3.859642,,,1
532,10113,Rièges,RIèGES,43.619705,3.849353,,,1
533,10114,Jean Calvin,j'en CAL VIN,43.618656,3.845898,,,1
535,10119,Celleneuve,celleuneuve,43.616104,3.825872,,,1
538,10122,Goélands,Goé lan,43.616169,3.903257,,,1
539,10123,Guglielmo Marconi,"GUGLIELMO, MARCONI",43.611389,3.912343,,,1
541,10129,Tonnelles,TONNELLES,43.613121,3.838847,,,1
543,10136,Saint-Éloi,SAINT tEt LOI,43.626263,3.865726,,,1
547,10201,Celleneuve,celleuneuve,43.615944,3.825831,,,1
548,10205,Jean Calvin,j'en CAL VIN,43.618576,3.845933,,,1
549,10206,Rièges,RIèGES,43.619591,3.8493,,,1
550,10207,Voie Domitienne,VOIE - DOMIcIENNE,43.622635,3.860444,,,1
553,10210,Henri Dunant,"HENRI, DU NANT",43.626793,3.86907,,,1
554,10211,Major Flandre,MAJOR FLANDRE,43.626808,3.874144,,,1
555,10212,Sainte-Catherine,SAINTE CATHERINE,43.626263,3.876493,,,1
556,10213,Tourterelles,TOURTERELLES,43.625721,3.878557,,,1
558,10215,Bengalis,BiNGALIS,43.628658,3.883117,,,1
559,10216,Roqueturière,ROQUEuTURIERE,43.629852,3.88586,,,1
560,10217,Maurice Chevalier,Maurice CHEVALIER,43.628242,3.887672,,,1
563,10223,Saint-Éloi,sAINT tEt LOI,43.6264,3.86693,,,1
564,10224,Fac de Pharmacie,FAC DE PHARMACIE,43.624626,3.863294,,,1
568,10229,Guglielmo Marconi,"GUGLIELMO, MARCONI",43.611904,3.91237,,,1
569,10230,Goélands,Goé lan,43.616558,3.903193,,,1
570,10231,Tonnelles,TONNELLES,43.613377,3.839139,,,1
579,11114,Clolus,CLOLUSse,43.62875,3.881078,,,1
580,11115,Alpilles,ALPILLES,43.630226,3.879199,,,1
581,11116,Chantecler,CHANTEU clère,43.632542,3.87821,,,1
582,11117,Pioch de Boutonnet,"PIOCHe, de BOUTONNET",43.633873,3.877441,,,1
584,11119,Moulin de Gasconnet,"MOULIN, de GASCONNET",43.633923,3.874496,,,1
585,11120,René Bougnol,RENE BOUGNOL,43.636463,3.874218,,,1
586,11121,Antoine-Laurent de Jussieu,"antoine, laurent de jussieu",43.637321,3.880146,,,1
588,11201,Aiguelongue - Jussieu,"AIGUEuLONGUE, JUSSIEU",43.638477,3.882974,,,1
589,11202,Antoine-Laurent de Jussieu,"antoine, laurent de jussieu",43.63728,3.880046,,,1
590,11203,René Bougnol,RENE BOUGNOL,43.636478,3.87386,,,1
591,11204,Moulin de Gasconnet,"MOULIN, de GASCONNET",43.633835,3.874556,,,1
593,11206,Pioch de Boutonnet,"PIOCHe, de BOUTONNET",43.6339,3.877355,,,1
594,11207,Chantecler,CHANTEU CLère,43.632191,3.878212,,,1
595,11208,Alpilles,ALPILLES,43.629734,3.879582,,,1
596,11209,Clolus,CLOLUSse,43.628433,3.881415,,,1
610,12106,Maréchal Leclerc,MARECHAL -  leclère,43.594315,3.885156,,,1
620,12117,Zénith,ZéNITH,43.612087,3.930996,,,1
622,12119,Cimetière Saint-Étienne,"CIMeutière, saint ETIENNE",43.614952,3.935567,,,1
623,9137,Louis Lépine,"LOUIS, LéPINE",43.615494,3.915773,,,1
626,12201,Grammont,GRAMMONT,43.614136,3.930645,,,1
627,12202,Cimetière Saint-Étienne,"CIMeutière, saint ETIENNE",43.614895,3.93564,,,1
629,12204,Zénith,ZéNITH,43.612225,3.930987,,,1
630,12205,Évariste Galois,EVARISTE GALLOIS,43.609032,3.912687,,,1
635,12210,Centrayrargues,CENTRAYRARGUES,43.596859,3.880797,,,1
636,12211,Descartes,DESCARTES,43.596668,3.883538,,,1
637,12212,Razeteurs,RAZETEURS,43.595573,3.884064,,,1
650,13202,Lycée Frédéric Bazille,"LYCéE, frédéric, basillle",43.644794,3.862298,,,1
652,16202,Appel du 18 Juin,"APPEL, DU 18 JUIN",43.636761,3.830409,,,1
653,16206,Frédéric Bazille,"frédéric, basille",43.602707,3.880522,,,1
655,18101,Cimetière Saint-Laurent,"cimeutière, Saint Laurent",43.56852,3.899862,,,1
656,18102,Collège Georges Brassens,"collège, georges brassens",43.567352,3.900374,,,1
657,18103,Mairie de Lattes,"mairie,  de latte",43.568424,3.904026,,,1
667,44152,Figuière,figuière,43.534771,3.855953,,,1
668,18121,Saint-Pierre,SAINT PIERRE,43.572613,3.893458,,,1
669,18119,Montouzères,MONTOUZèRES,43.568241,3.883658,,,1
670,18122,Montpellieret,MONTPELLIéRET,43.560368,3.877425,,,1
676,18206,Mairie de Lattes,"mairie,  de latte",43.568806,3.904419,,,1
678,18208,Cimetière Saint-Laurent,"cimeutière, Saint Laurent",43.56852,3.899924,,,1
683,18224,Saint-Pierre,SAINT PIERRE,43.572388,3.894045,,,1
684,18223,Montouzères,MONTOUZèRES,43.568623,3.884621,,,1
688,18222,Montpellieret,MONTPELLIéRET,43.560383,3.877475,,,1
690,20101,Château du Terral,CHATEAU DU TERRAL,43.583164,3.83048,,,1
691,20102,Allée du Bois,ALLEE DU BOIS,43.582428,3.824735,,,1
695,20106,Saint-Hubéry,SAINT tu béri,43.573765,3.819762,,,1
696,20107,Puits de Gaud,puis de gaud,43.575077,3.825644,,,1
702,20116,Castelnau Zone d'Activités,"CASTELNAU, Zone artisanale",43.635983,3.926192,,,1
704,20118,Arènes du Crès,"ARENES, DU CRAISSE",43.642822,3.93662,,,1
705,20119,Capri,CAPRI,43.645836,3.938351,,,1
706,20120,Chênes,CHENES,43.645279,3.941951,,,1
707,20121,Fernand Rouché,FERNAND rouché,43.647381,3.941465,,,1
708,20123,Cimetière du Crès,"CIMEuTIERE, du crésse",43.651142,3.940741,,,1
709,20124,Baléares,BALéARES,43.651318,3.943272,,,1
710,20125,Arbousiers,ARBOUSIERS,43.65448,3.944686,,,1
711,20126,Jean Jaurès,j'en JAURESse,43.657333,3.943367,,,1
714,20129,Rocailles,ROCAILLES,43.656887,3.935727,,,1
718,20136,Lavande,lavande,43.64962,3.940277,,,1
720,20205,Rocailles,ROCAILLES,43.657021,3.935805,,,1
723,20208,Jean Jaurès,j'en JAURèsse,43.656574,3.942801,,,1
724,20209,Arbousiers,ARBOUSIERS,43.652809,3.944626,,,1
725,20210,Baléares,BALéARes,43.651306,3.943581,,,1
726,20211,Cimetière du Crès,"CIMEuTIERE, du crésse",43.651176,3.940618,,,1
727,20212,Lavande,lavande,43.649818,3.94006,,,1
729,20214,Fernand Rouché,FERNAND rouché,43.647484,3.941282,,,1
730,20215,Chênes,CHENES,43.645115,3.941451,,,1
731,20216,Capri,CAPRI,43.645969,3.938355,,,1
732,20217,Arènes du Crès,"ARENES, DU CRAISSE",43.643005,3.936947,,,1
733,20218,Pointes,POINTES,43.638851,3.933365,,,1
734,20219,Castelnau Zone d'Activités,"CASTELNAU, Zone artisanale",43.636536,3.927148,,,1
742,20230,Puits de Gaud,puis de gaud,43.575188,3.825461,,,1
743,20231,Saint-Hubéry,SAINT tu béri,43.573856,3.819776,,,1
747,20235,Allée du Bois,ALLEE DU BOIS,43.582451,3.824921,,,1
748,20236,Château du Terral,CHATEAU DU TERRAL,43.583111,3.830478,,,1
750,21102,Route de Nîmes,"Route, DE NIMES",43.641621,3.942541,,,1
751,21104,Châtaigniers,CHATAIGNIERS,43.649269,3.956598,,,1
753,21106,Parc Gouneaud,"PAUL, GOU NAUD",43.654121,3.963942,,,1
754,21107,Arènes Roger Itier,"arenes, rogé itié",43.655228,3.967477,,,1
755,21108,Balances,Balances,43.658295,3.968469,,,1
756,21109,Monnaie,Monnaie,43.661079,3.969997,,,1
757,21110,Devèzes,DEVEZES,43.662876,3.97047,,,1
758,21111,Frédéric Mistral,"FREDERIC, MISTRAL",43.663807,3.974373,,,1
759,21112,Parc Vendargues,PARC VENDARGUES,43.660789,3.975376,,,1
760,42293,Amandiers,Amandié,43.609867,3.801238,,,1
761,21115,Gustave Courbet,"GUSTAVE, COURBET",43.658138,3.976018,,,1
762,21119,Paul Gauguin,"PAUL, GAUGUIN",43.655323,3.975541,,,1
763,21120,Albert Dubout,"ALBERT, DUBOUT",43.661804,3.974959,,,1
764,21121,Bigos,BIGOSS,43.655239,3.949982,,,1
765,21122,Marbrerie,Marbrerie,43.653809,3.956046,,,1
766,21202,Gustave Courbet,"GUSTAVE, COURBET",43.658192,3.976069,,,1
767,42193,Amandiers,Amandié,43.609871,3.80109,,,1
768,21205,Parc Vendargues,PARC VENDARGUES,43.660625,3.97547,,,1
769,21206,Frédéric Mistral,"FREDERIC, MISTRAL",43.664017,3.97423,,,1
770,21207,Devèzes,DEVEZES,43.662766,3.970244,,,1
771,21208,Monnaie,MONNAIE,43.661293,3.969942,,,1
773,21210,Balances,Balances,43.657623,3.968413,,,1
774,21211,Arènes Roger Itier,"arenes,  rogé itié",43.655289,3.967504,,,1
775,21212,Parc Gouneaud,"PAUL, GOU NAUD",43.654175,3.963993,,,1
777,21214,Châtaigniers,CHATAIGNIERS,43.648979,3.956107,,,1
778,21216,Route de Nîmes,"RoutE, DE NIMES",43.641781,3.942521,,,1
779,21223,Albert Dubout,"ALBERT, DUBOUT",43.662254,3.974885,,,1
780,21224,Bigos,BIGOSS,43.655239,3.949982,,,1
781,21225,Marbrerie,Marbrerie,43.653896,3.955528,,,1
782,22101,Place de la Liberté,PLace de la  LIBERTE,43.632736,3.895914,,,1
783,22102,Closerie des Guilhems,"clos, des guilhem",43.634285,3.895114,,,1
787,22106,Pigeonniers,pigeonniers,43.653549,3.88394,,,1
788,22107,Stade Hélios Guijarro,"staade, hélioss guy jarro",43.653484,3.889188,,,1
789,22108,Château,CHATEAU,43.654644,3.891659,,,1
790,22109,Église,EGLISE,43.657642,3.889412,,,1
791,22110,Cimetière de Clapiers,"CIMeutière, de CLAPIERS",43.657909,3.892082,,,1
792,22111,Moulières,MOULIERES,43.659767,3.893705,,,1
793,22113,Cap Alpha,CAPe ALPHA,43.659756,3.900082,,,1
794,22114,De Bocaud,DE BO CAUD,43.659592,3.903842,,,1
795,22115,Cimetière de Jacou,"CIMeutière, de JACOU",43.65926,3.908712,,,1
816,22163,Collège François Mitterrand,collège françois mitterrand,43.652412,3.894928,,,1
820,22202,Le Pontil,"PONT, DE LA DRAille",43.66222,3.924533,,,1
821,22203,Lou Pradet,LOU PRADET,43.662094,3.921607,,,1
822,22204,Hélios,Hé LI OSse,43.661304,3.919071,,,1
823,22205,Tournesols,TOURNESOL,43.660339,3.915627,,,1
824,22206,Coeur de Ville,COEUR DE VILLE,43.659546,3.913747,,,1
825,22207,Cimetière de Jacou,"CIMeutière, de JACOU",43.659458,3.907615,,,1
826,22209,Cap Alpha,CAPe ALPHA,43.659863,3.900692,,,1
827,22211,Moulières,MOULIERES,43.660091,3.894791,,,1
828,22212,Olivette,olivètte,43.658489,3.889262,,,1
829,22213,Leenhardt,LEENHARDT,43.6567,3.884904,,,1
834,22219,Closerie des Guilhems,"clos, des guilhem",43.634903,3.894785,,,1
835,22220,Place de la Liberté,PLace de la LIBERTE,43.632477,3.895981,,,1
837,27131,Cap Alpha,CAPe ALPHA,43.659882,3.900717,,,1
842,22264,Collège François Mitterrand,collège françois mitterrand,43.652176,3.895207,,,1
844,22266,Vincent Auriol,"VINCENT, AURIOL",43.647755,3.864012,,,1
845,23102,Rapatel,RAPATEL,43.651592,3.864213,,,1
846,23103,Picheyrou,PICHEYROU,43.653133,3.860057,,,1
847,23104,Aqueduc,AQUEuDUC,43.654274,3.856163,,,1
848,23105,Mas de Gué,MAS DE GUé,43.657505,3.851643,,,1
849,23106,Cambas,CAMBASse,43.658607,3.850545,,,1
850,23107,La Lironde,LA LIRONDE,43.659977,3.849034,,,1
851,23108,Fontaine des Chênes,FONTaine DES CHENES,43.662186,3.847234,,,1
852,23109,Quatre Chemins,QUATRE CHEMINS,43.665218,3.846448,,,1
853,23110,Font du Noyer,FONT DU NOYER,43.665905,3.852559,,,1
854,23111,Chemin Neuf,CHEuMIN NEUF,43.667015,3.858533,,,1
855,23112,La Grand Font,LA GRAND FONT,43.668949,3.861037,,,1
856,23113,Picadous,PICADOU,43.669403,3.862114,,,1
857,23114,Distillerie,DI STILLERIE,43.675045,3.867393,,,1
858,23115,Baillarguet,BAILLARGUé,43.677765,3.867193,,,1
859,23116,Pendances,pendance,43.684402,3.86363,,,1
860,23117,Pont Vert,"pont, vert",43.686459,3.863871,,,1
861,23118,Moulin Neuf,MOULIN NEUF,43.691841,3.862788,,,1
862,23119,Mandarine,MANDARINE,43.694244,3.862506,,,1
863,23120,Cave Coopérative,"CAVE, COOPERATIVE",43.69529,3.862571,,,1
864,23121,Frayssinet,FRAYSSINET,43.696705,3.862819,,,1
865,23122,Mairie de Prades-le-Lez,MAIRIE de prades le leze,43.697205,3.864964,,,1
866,23139,Les Baronnes,LES BARONNES,43.691063,3.871341,,,1
868,23125,Cirad de Baillarguet,"CIRAD, de BAILLARGUet",43.684277,3.876535,,,1
869,23130,Occitanie Hôpitaux - Facultés,OCCITANIE - hopitaux-facultés,43.634617,3.848337,,,1
870,23131,Ducque,DUCQUE,43.69701,3.86932,,,1
871,23132,Coste Rousse,COSTE ROUSSE,43.694839,3.87065,,,1
872,23133,Font de Salomé,FONT DE SALOMé,43.678539,3.873432,,,1
873,23201,Mairie de Prades-le-Lez,MAIRIE de prades le leze,43.69733,3.863765,,,1
874,23206,Frayssinet,FRAYSSINET,43.696892,3.862824,,,1
876,23208,Mandarine,MANDARINE,43.694248,3.862469,,,1
877,23210,Moulin Neuf,MOULIN NEUF,43.691185,3.862734,,,1
878,23211,Pont Vert,"pont, vert",43.686317,3.86383,,,1
879,23212,Pendances,pendance,43.684414,3.863581,,,1
880,23213,Baillarguet,BAILLARGUé,43.67728,3.866994,,,1
881,23214,Distillerie,DI STILLERIE,43.675175,3.86726,,,1
882,23215,Picadous,PICADOU,43.669842,3.86168,,,1
883,23216,La Grand Font,LA GRAND FONT,43.668755,3.860202,,,1
884,23217,Chemin Neuf,CHEuMIN NEUF,43.667393,3.85863,,,1
885,23218,Font du Noyer,FONT DU NOYER,43.665936,3.852374,,,1
886,23219,Quatre Chemins,QUATRE CHEMINS,43.664879,3.845708,,,1
887,23220,Fontaine des Chênes,FONTaine DES CHENES,43.661823,3.847337,,,1
888,23221,La Lironde,LA LIRONDE,43.660149,3.848803,,,1
889,23222,Cambas,CAMBASse,43.658764,3.850326,,,1
890,23223,Mas de Gué,MAS DE GUé,43.657242,3.851759,,,1
891,23224,Aqueduc,aqueu duc,43.654129,3.856221,,,1
892,23225,Picheyrou,PICHEYROU,43.653091,3.860316,,,1
893,23226,Rapatel,RAPATEL,43.651497,3.864558,,,1
894,23230,Coste Rousse,COSTE ROUSSE,43.694553,3.871175,,,1
895,23231,Ducque,DUCQUE,43.697178,3.868829,,,1
896,23233,Cirad de Baillarguet,"CIRAD, de BAILLARGUet",43.684277,3.876535,,,1
897,23237,Font de Salomé,FONT DE SALOMé,43.678158,3.873026,,,1
899,24104,Rome,ROME,43.643177,3.824028,,,1
900,24105,Genêts,genêts,43.645977,3.811449,,,1
901,24106,Le Rio,le rio,43.646599,3.807863,,,1
902,24107,Garriguettes,garriguettes,43.646854,3.80574,,,1
903,24108,Mairie de Grabels,Mairie de Grabels,43.646935,3.801756,,,1
904,24109,Grabels Centre,"grabels, centre",43.647591,3.799185,,,1
905,24110,Source de l'Avy,source de l'avy,43.65036,3.791593,,,1
907,24112,Les Terrasses,les terrasse,43.654156,3.790303,,,1
908,24118,Galéra,galéra,43.636677,3.836534,,,1
910,24201,Le Pradas,le pradasse,43.660664,3.79219,,,1
911,24202,Les Terrasses,les terrasse,43.654495,3.79041,,,1
912,24204,Source de l'Avy,source de l'avy,43.650547,3.79109,,,1
913,24205,Grabels Centre,"grabels, centre",43.647549,3.799419,,,1
914,24206,Mairie de Grabels,Mairie de Grabels,43.64687,3.80189,,,1
915,24207,Garriguettes,garriguettes,43.646824,3.8059,,,1
916,24208,Le Rio,le rio,43.646461,3.808181,,,1
917,24209,Genêts,genêts,43.645901,3.811658,,,1
918,24210,Rome,rome,43.642952,3.824159,,,1
919,24218,Galéra,galéra,43.636703,3.836633,,,1
921,25101,Récantou,RECANTOU,43.613167,3.815786,,,1
922,25102,La Plaine,LA PLAINE,43.611774,3.81455,,,1
923,25103,Rivière,rivière,43.609386,3.815503,,,1
924,25104,Églantiers,EGLANTIERS,43.607937,3.812954,,,1
925,25105,Luminaire,LUMINAIRE,43.607929,3.8109,,,1
926,25106,Marjories,MARJORIES,43.609741,3.807891,,,1
927,25107,Valat de la Fosse,VALAT DE LA FOSS,43.610474,3.805584,,,1
928,25108,Portes du Soleil,portes du soleil,43.612862,3.809208,,,1
933,25223,Courpouyran,cour pouyran,43.620846,3.787834,,,1
934,25114,Village,VILLAGE,43.62524,3.799232,,,1
935,25115,Calade,CALADE,43.627762,3.799568,,,1
936,25116,Mélanie,MELANIE,43.630505,3.798166,,,1
937,25118,Hauts de Fontcaude,Hauts DE FONTCAUDE,43.632038,3.799653,,,1
941,25201,Fontcaude,FONTCAUDE,43.632111,3.801858,,,1
942,25202,Mélanie,MELANIE,43.630135,3.798317,,,1
943,25203,Calade,CALADE,43.627388,3.799212,,,1
944,25204,Village,VILLAGE,43.623871,3.800186,,,1
945,25123,Courpouyran,cour pouyran,43.620747,3.787943,,,1
950,25210,Portes du Soleil,portes du soleil,43.612736,3.808673,,,1
951,25211,Valat de la Fosse,VALAT DE LA FOSS,43.610485,3.805535,,,1
952,25212,Marjories,MARJORIES,43.609585,3.806922,,,1
953,25213,Luminaire,LUMINAIRES,43.607719,3.811229,,,1
954,25214,Églantiers,EGLANTIERS,43.607998,3.813166,,,1
955,25215,Rivière,rivière,43.609726,3.815784,,,1
956,25216,La Plaine,LA PLAINE,43.61187,3.814614,,,1
957,25217,Récantou,RECANTOU,43.613136,3.816008,,,1
959,25219,Hauts de Fontcaude,Hauts DE FONTCAUDE,43.632114,3.799494,,,1
963,26101,Jasses,JASSES,43.570927,3.827662,,,1
965,26103,Centre Commercial,Centre COMERssIAL,43.570808,3.847157,,,1
970,26108,La Lauze,LA LAUZE,43.561859,3.84671,,,1
971,26109,Mas de Magret,masse de magré,43.567295,3.828112,,,1
972,26110,Val des Garrigues,"vall, de garrigue",43.566677,3.82676,,,1
973,26111,Roudères,roudiaire,43.573429,3.827283,,,1
978,26206,Centre Commercial,Centre COMERssIAL,43.570812,3.846909,,,1
980,26208,Jasses,JASSES,43.570686,3.828534,,,1
981,26209,Roudères,roudiaire,43.573471,3.827358,,,1
982,26210,Val des Garrigues,"vall, de garrigue",43.566677,3.82676,,,1
983,26211,Mas de Magret,masse de magré,43.567295,3.828112,,,1
984,27103,Manse,MANSE,43.570969,3.877748,,,1
985,27104,Entreprises,ENTREPRISES,43.564186,3.879247,,,1
995,27114,Les Pins,LES PINS,43.590637,3.873319,,,1
996,27115,Passerines,PASSEuRINES,43.588654,3.872437,,,1
998,27201,Cyprès,sipré,43.558441,3.87636,,,1
1007,27210,Entreprises,ENTREPRISES,43.564125,3.879319,,,1
1008,27211,Manse,MANSE,43.570995,3.877786,,,1
1013,28104,Soriech,sauriaiche,43.582256,3.926429,,,1
1019,28110,Lauriers,LAURIERS,43.568691,3.945709,,,1
1020,28111,Croix du Languedoc,"CRoix, DU LANGUEu DOC",43.566685,3.948892,,,1
1021,28112,Pérols Centre - Bazille,"PEROLS, CENTRE",43.562786,3.9505,,,1
1022,28113,Jacques Brel,jacques braile,43.561123,3.952419,,,1
1023,28114,Pérols Sud,"PEROLS, SUD",43.559299,3.958956,,,1
1025,28116,Bonadona,BONADONA,43.555573,3.965896,,,1
1026,28117,Cabanes de Pérols,CABANE de PéROLS,43.55233,3.968609,,,1
1027,28202,Cabanes de Pérols,CABANE de PéROLS,43.550724,3.96907,,,1
1028,28203,Bonadona,BONADONA,43.554661,3.966747,,,1
1030,28205,Pérols Sud,"PEROLS, SUD",43.559673,3.95846,,,1
1031,28206,Jacques Brel,jacques Brel,43.561195,3.952322,,,1
1032,28207,Pérols Centre - Bazille,"PEROLS, CENTRE",43.562813,3.950625,,,1
1033,28208,Croix du Languedoc,"CRoix, DU LANGUEu DOC",43.566765,3.948956,,,1
1034,28209,Lauriers,LAURIERS,43.56905,3.945274,,,1
1040,28215,Soriech,sauriaiche,43.582256,3.926429,,,1
1044,29104,Biste,BISTE,43.655666,3.999969,,,1
1045,29105,Treille,TREILLE,43.656639,4.002313,,,1
1046,29106,Paul Cézanne,PAUL CEZANNE,43.660076,4.006896,,,1
1047,29107,Le Grès,LE GRES,43.662563,4.008727,,,1
1048,29108,Mairie de Baillargues,"MAIRIE, DE BAILLARGUES",43.661098,4.01391,,,1
1049,29109,Le Levant,LE LEVANT,43.661682,4.018063,,,1
1050,29110,Fenouillet,feunouillet,43.664032,4.022467,,,1
